run-id ,use_vernalisation_fix ,yields ,bgr   ,pheno ,sowing-date ,harvest-date ,nc_mode ,crop-id   ,sim.json             ,crop.json       ,site.json ,incl_hist ,climate_path_to_latlon_file ,climate_path_to_csvs                     ,gcm              ,rcm               ,scenario ,ensmem  ,version ,start_date ,end_date   ,groundwater-level ,impenetrable-layer ,elevation ,slope ,latitude ,landcover ,fertilization ,NitrogenResponseOn ,irrigation ,WaterDeficitResponseOn ,EmergenceMoistureControlOn ,EmergenceFloodingControlOn ,LeafExtensionModifier ,CO2 ,O3 ,FieldConditionModifier ,comment
156    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,historic_runs_for_validation
157    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,historic_runs_for_validation
158    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,historic_runs_for_validation
159    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,historic_runs_for_validation
160    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,historic_runs_for_validation
161    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,historic_runs_for_validation
162    ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,historic_runs_for_validation
163    ,false                 ,false   ,false ,true ,auto        ,auto         ,false   ,KA        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.73                   ,historic_runs_for_validation
164    ,true                  ,false   ,false ,true ,auto        ,auto         ,false   ,SM        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.93                   ,historic_runs_for_validation
165    ,true                  ,false   ,false ,true ,auto        ,auto         ,false   ,ZR        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.96                   ,historic_runs_for_validation
166    ,true                  ,false   ,false ,true ,auto        ,auto         ,false   ,WG        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.73                   ,historic_runs_for_validation
167    ,true                  ,false   ,false ,true ,auto        ,auto         ,false   ,WG        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,historic_runs_for_validation
168    ,true                  ,false   ,false ,true ,auto        ,auto         ,false   ,WG        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.77                   ,historic_runs_for_validation
169    ,false                 ,false   ,false ,true ,auto        ,auto         ,false   ,WRa       ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.77                   ,historic_runs_for_validation
170    ,false                 ,false   ,false ,true ,auto        ,auto         ,false   ,WRa       ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.79                   ,historic_runs_for_validation
171    ,false                 ,false   ,false ,true ,auto        ,auto         ,false   ,WRa       ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.81                   ,historic_runs_for_validation
172    ,true                  ,false   ,false ,true ,auto        ,auto         ,false   ,WR        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.96                   ,historic_runs_for_validation
173    ,true                  ,false   ,false ,true ,auto        ,auto         ,false   ,WW        ,sim_cc_historic.json ,crop_final.json ,site.json ,false     ,dwd/csvs                    ,dwd/csvs/germany_ubn_1901-2018_unzipped  ,                 ,                  ,         ,        ,        ,1970-01-01 ,2019-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.92                    ,historic_runs_for_validation
