run-id ,use_vernalisation_fix ,yields ,bgr   ,pheno ,sowing-date ,harvest-date ,nc_mode ,crop-id   ,sim.json             ,crop.json       ,site.json ,incl_hist ,climate_path_to_latlon_file ,climate_path_to_csvs                     ,gcm              ,rcm               ,scenario ,ensmem  ,version ,start_date ,end_date   ,groundwater-level ,impenetrable-layer ,elevation ,slope ,latitude ,landcover ,fertilization ,NitrogenResponseOn ,irrigation ,WaterDeficitResponseOn ,EmergenceMoistureControlOn ,EmergenceFloodingControlOn ,LeafExtensionModifier ,CO2 ,O3 ,FieldConditionModifier ,comment
52     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,KNMI-RACMO22E     ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
53     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,KNMI-RACMO22E     ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
54     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,KNMI-RACMO22E     ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
55     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,SMHI-RCA4         ,rcp45    ,r12i1p1 ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
56     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,SMHI-RCA4         ,rcp45    ,r12i1p1 ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
57     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,SMHI-RCA4         ,rcp45    ,r12i1p1 ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
58     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,SMHI-RCA4         ,rcp45    ,r12i1p1 ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
59     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,SMHI-RCA4         ,rcp45    ,r12i1p1 ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
60     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,SMHI-RCA4         ,rcp45    ,r12i1p1 ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
61     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,SMHI-RCA4         ,rcp45    ,r12i1p1 ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
62     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,SMHI-RCA4         ,rcp45    ,r12i1p1 ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
63     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,ICHEC-EC-EARTH   ,SMHI-RCA4         ,rcp45    ,r12i1p1 ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
64     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,CLMcom-CCLM4-8-17 ,rcp26    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
65     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,CLMcom-CCLM4-8-17 ,rcp26    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
66     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,CLMcom-CCLM4-8-17 ,rcp26    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
67     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,CLMcom-CCLM4-8-17 ,rcp26    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
68     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,CLMcom-CCLM4-8-17 ,rcp26    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
69     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,CLMcom-CCLM4-8-17 ,rcp26    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
70     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,CLMcom-CCLM4-8-17 ,rcp26    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
71     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,CLMcom-CCLM4-8-17 ,rcp26    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
72     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,CLMcom-CCLM4-8-17 ,rcp26    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
73     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,GERICS-REMO2015   ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
74     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,GERICS-REMO2015   ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
75     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,GERICS-REMO2015   ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
76     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,GERICS-REMO2015   ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
77     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,GERICS-REMO2015   ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
78     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,GERICS-REMO2015   ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
79     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,GERICS-REMO2015   ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
80     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,GERICS-REMO2015   ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
81     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MIROC-MIROC5     ,GERICS-REMO2015   ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
82     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,30.11.2099 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
83     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,30.11.2099 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
84     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,30.11.2099 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
85     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,30.11.2099 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
86     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,30.11.2099 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
87     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,30.11.2099 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
88     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,30.11.2099 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
89     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,30.11.2099 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
90     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp45    ,r1i1p1  ,v1      ,1960-01-01 ,30.11.2099 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
91     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
92     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
93     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
94     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
95     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,WRa       ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.75                   ,simulation_runs_with_dwd_ensemble
96     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,SG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,1                      ,simulation_runs_with_dwd_ensemble
97     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,ZR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
98     ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,SM        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.91                   ,simulation_runs_with_dwd_ensemble
99     ,false                 ,true   ,false ,false ,auto        ,auto         ,false   ,KA        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,CLMcom-CCLM4-8-17 ,rcp85    ,r1i1p1  ,v1      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
100    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,KNMI-RACMO22E     ,rcp26    ,r1i1p1  ,v2      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.9                    ,simulation_runs_with_dwd_ensemble
101    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WW_sustag ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,KNMI-RACMO22E     ,rcp26    ,r1i1p1  ,v2      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.86                   ,simulation_runs_with_dwd_ensemble
102    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WG        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,KNMI-RACMO22E     ,rcp26    ,r1i1p1  ,v2      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.71                   ,simulation_runs_with_dwd_ensemble
103    ,true                  ,true   ,false ,false ,auto        ,auto         ,false   ,WR        ,sim_final.json       ,crop_final.json ,site.json ,true      ,dwd_core_ensemble           ,dwd_core_ensemble/csvs_dwd_core_ensemble ,MOHC-HadGEM2-ES  ,KNMI-RACMO22E     ,rcp26    ,r1i1p1  ,v2      ,1960-01-01 ,2099-12-31 ,false             ,false              ,true      ,true  ,true     ,false     ,false         ,true               ,false      ,true                   ,false                      ,false                      ,false                 ,    ,   ,0.78                   ,simulation_runs_with_dwd_ensemble
