Crop,Crop_name_de,Year,yield_obs,yield_obs_detr
SU,Zuckerrüben,2010,138.6675,113.51976708074596
SU,Zuckerrüben,2011,167.17499999999998,139.74110954263196
SU,Zuckerrüben,2012,154.9125,125.19245200451715
SU,Zuckerrüben,2013,143.73,111.72379446640313
SU,Zuckerrüben,2014,179.685,145.39263692828914
SU,Zuckerrüben,2015,162.38250000000002,125.80397939017514
SU,Zuckerrüben,2016,171.51749999999998,132.65282185206112
SU,Zuckerrüben,2017,188.4375,147.2866643139471
SU,Zuckerrüben,2018,142.38,98.94300677583311
SU,Zuckerrüben,2019,163.665,117.94184923771913
SU,Zuckerrüben,2020,166.8375,118.82819169960511
SM,Silomais,1999,139.2,139.2
SM,Silomais,2000,144.16,144.16
SM,Silomais,2001,141.536,141.536
SM,Silomais,2002,145.376,145.376
SM,Silomais,2003,121.056,121.056
SM,Silomais,2004,140.28799999999998,140.28799999999998
SM,Silomais,2005,145.376,145.376
SM,Silomais,2006,126.08,126.08
SM,Silomais,2007,150.336,150.336
SM,Silomais,2008,144.44799999999998,144.44799999999998
SM,Silomais,2009,142.4,142.4
SM,Silomais,2010,126.016,126.016
SM,Silomais,2011,152.352,152.352
SM,Silomais,2012,148.576,148.576
SM,Silomais,2013,124.704,124.704
SM,Silomais,2014,151.45600000000002,151.45600000000002
SM,Silomais,2015,132.352,132.352
SM,Silomais,2016,137.856,137.856
SM,Silomais,2017,151.872,151.872
SM,Silomais,2018,112.928,112.928
SM,Silomais,2019,124.8,124.8
SM,Silomais,2020,135.648,135.648
WR,Winterraps,1999,33.033,33.033
WR,Winterraps,2000,30.667,30.650762845849805
WR,Winterraps,2001,33.579,33.5465256916996
WR,Winterraps,2002,27.209,27.1602885375494
WR,Winterraps,2003,26.572,26.507051383399208
WR,Winterraps,2004,37.583,37.50181422924901
WR,Winterraps,2005,34.397999999999996,34.30057707509881
WR,Winterraps,2006,34.216,34.102339920948616
WR,Winterraps,2007,31.394999999999996,31.26510276679842
WR,Winterraps,2008,34.307,34.16086561264822
WR,Winterraps,2009,39.039,38.87662845849802
WR,Winterraps,2010,35.49,35.31139130434782
WR,Winterraps,2011,26.662999999999997,26.468154150197623
WR,Winterraps,2012,33.67,33.45891699604742
WR,Winterraps,2013,35.945,35.71767984189723
WR,Winterraps,2014,40.767999999999994,40.52444268774703
WR,Winterraps,2015,35.581,35.32120553359684
WR,Winterraps,2016,31.486000000000004,31.20996837944664
WR,Winterraps,2017,29.757,29.464731225296443
WR,Winterraps,2018,27.3,26.99149407114624
WR,Winterraps,2019,30.121000000000002,29.796256916996047
WR,Winterraps,2020,33.579,33.238019762845845
